datetime [CET],snow height [cm],air temperature [°C],relative humidity [%]
2014-10-12 22:30:00,10.9,5.7,95.3
2014-10-12 22:40:00,9.8,5.8,95.3
2014-10-12 22:50:00,8.9,5.7,95.3
2014-10-12 23:00:00,7.7,5.9,95.3
2014-10-12 23:10:00,6.8,6.4,92.8
2014-10-12 23:20:00,5.8,6.4,93.4
2014-10-12 23:30:00,4.8,6.1,95.1
2014-10-12 23:40:00,3.8,5.7,95.3
2014-10-12 23:50:00,2.8,5.7,95.3
2014-10-13 00:00:00,1.8,5.8,95.3
2014-10-13 00:10:00,0.8,5.8,95.3
2014-10-13 00:20:00,-0.30000000000000004,5.9,95.3
2014-10-13 00:30:00,-1.3,6.3,92.9
2014-10-13 00:40:00,-2.3,6.3,90.7
2014-10-13 00:50:00,-2.9,6.1,92.5
2014-10-13 01:00:00,-3.2,5.2,95.3
2014-10-13 01:10:00,-3.3,5.3,95.3
2014-10-13 01:20:00,-2.7,5.6,95.3
2014-10-13 01:30:00,-2.6,5.6,95.3
2014-10-13 01:40:00,-2.9,5.7,95.3
2014-10-13 01:50:00,-3.2,5.6,95.3
2014-10-13 02:00:00,-3.3,5.7,95.3
2014-10-13 02:10:00,-3.1,5.6,95.3
2014-10-13 02:20:00,-3.3,5.6,95.3
2014-10-13 02:30:00,-2.7,5.6,95.3
2014-10-13 02:40:00,-2.9,5.2,95.3
2014-10-13 02:50:00,-3.4,5.2,95.3
2014-10-13 03:00:00,-3.8,4.9,95.3
2014-10-13 03:10:00,-3.7,5.1,95.3
2014-10-13 03:20:00,-2.9,5.5,95.3
2014-10-13 03:30:00,-2.7,5.6,95.3
2014-10-13 03:40:00,-2.7,6.1,94.7
2014-10-13 03:50:00,-2.7,6.6,88.0
2014-10-13 04:00:00,-2.9,6.5,89.9
2014-10-13 04:10:00,-3.0,6.7,88.5
2014-10-13 04:20:00,-3.1,6.7,88.9
2014-10-13 04:30:00,-3.2,6.8,87.2
2014-10-13 04:40:00,-3.1,7.0,86.7
2014-10-13 04:50:00,-3.3,6.5,91.2
2014-10-13 05:00:00,-3.5,6.1,94.4
2014-10-13 05:10:00,-3.3,6.0,93.4
2014-10-13 05:20:00,-2.8,6.7,89.1
2014-10-13 05:30:00,-2.6,6.8,86.8
2014-10-13 05:40:00,-2.7,6.8,88.4
2014-10-13 05:50:00,-2.5,6.7,89.4
2014-10-13 06:00:00,-2.8,6.8,86.8
2014-10-13 06:10:00,-2.8,6.8,87.3
2014-10-13 06:20:00,-3.0,6.4,90.4
2014-10-13 06:30:00,-3.1,6.7,89.0
2014-10-13 06:40:00,-2.9,6.5,91.2
2014-10-13 06:50:00,-2.7,6.6,90.3
2014-10-13 07:00:00,-2.6,6.9,86.5
2014-10-13 07:10:00,-2.6,6.9,86.5
2014-10-13 07:20:00,-2.9,6.7,90.9
2014-10-13 07:30:00,-2.9,6.8,87.6
2014-10-13 07:40:00,-2.9,6.7,91.0
2014-10-13 07:50:00,-2.9,6.7,90.9
2014-10-13 08:00:00,-3.1,6.4,94.6
2014-10-13 08:10:00,-3.4,6.5,93.5
2014-10-13 08:20:00,-3.0,6.5,93.8
2014-10-13 08:30:00,-3.3,6.5,91.8
2014-10-13 08:40:00,-3.8,6.8,86.9
2014-10-13 08:50:00,-4.2,6.8,85.6
2014-10-13 09:00:00,-4.3,6.9,85.8
2014-10-13 09:10:00,-3.8,7.0,85.5
2014-10-13 09:20:00,-3.5,7.0,85.0
2014-10-13 09:30:00,-3.3,7.4,81.3
2014-10-13 09:40:00,-2.8,7.5,81.0
2014-10-13 09:50:00,-3.3,7.4,82.4
2014-10-13 10:00:00,-3.5,7.6,80.1
2014-10-13 10:10:00,-3.4,8.3,73.4
2014-10-13 10:20:00,-3.6,8.5,75.9
2014-10-13 10:30:00,-2.4,7.8,90.2
2014-10-13 10:40:00,-0.6000000000000001,7.4,86.5
2014-10-13 10:50:00,-0.7000000000000001,7.8,84.2
2014-10-13 11:00:00,-1.7000000000000002,7.8,79.8
2014-10-13 11:10:00,-2.7,7.9,79.0
2014-10-13 11:20:00,-3.2,8.1,76.9
2014-10-13 11:30:00,-3.4,8.3,76.7
2014-10-13 11:40:00,-3.6,8.2,75.1
2014-10-13 11:50:00,-3.6,8.2,75.6
2014-10-13 12:00:00,-3.9,7.9,81.5
2014-10-13 12:10:00,-4.0,7.8,82.4
2014-10-13 12:20:00,-3.5,7.9,82.0
2014-10-13 12:30:00,-3.4,7.5,88.8
2014-10-13 12:40:00,-4.1,7.2,93.0
2014-10-13 12:50:00,-4.5,7.3,92.2
2014-10-13 13:00:00,-4.7,7.4,89.9
2014-10-13 13:10:00,-4.8,7.4,91.9
2014-10-13 13:20:00,-4.8,7.1,94.0
2014-10-13 13:30:00,-4.5,6.8,95.0
2014-10-13 13:40:00,-4.1,6.9,94.7
2014-10-13 13:50:00,-3.9,6.7,95.4
2014-10-13 14:00:00,-2.3,6.7,92.1
2014-10-13 14:10:00,-0.8,6.9,89.4
2014-10-13 14:20:00,-0.6000000000000001,6.7,94.7
2014-10-13 14:30:00,-0.9,6.5,92.9
2014-10-13 14:40:00,-1.8,6.8,92.2
2014-10-13 14:50:00,-2.8,6.7,90.5
2014-10-13 15:00:00,-4.1,6.8,92.4
2014-10-13 15:10:00,-1.4,6.9,87.7
2014-10-13 15:20:00,0.4,6.7,91.7
2014-10-13 15:30:00,0.2,6.6,91.8
2014-10-13 15:40:00,-0.6000000000000001,6.7,92.3
2014-10-13 15:50:00,-1.4,6.5,94.8
2014-10-13 16:00:00,-2.5,6.7,93.4
2014-10-13 16:10:00,-3.3,6.7,93.3
2014-10-13 16:20:00,-3.4,6.7,93.2
2014-10-13 16:30:00,-3.7,6.5,95.2
2014-10-13 16:40:00,-3.2,6.5,94.6
2014-10-13 16:50:00,-2.2,6.5,93.8
2014-10-13 17:00:00,-0.7000000000000001,6.7,92.1
2014-10-13 17:10:00,0.8,6.7,90.4
2014-10-13 17:20:00,2.6,6.8,88.3
2014-10-13 17:30:00,3.9,6.7,90.2
2014-10-13 17:40:00,5.6,6.5,93.7
2014-10-13 17:50:00,7.3,6.3,92.9
2014-10-13 18:00:00,8.0,6.3,93.9
2014-10-13 18:10:00,9.7,6.1,95.3
2014-10-13 18:20:00,9.3,5.9,95.3
2014-10-13 18:30:00,8.3,5.7,95.3
2014-10-13 18:40:00,7.2,5.6,95.3
2014-10-13 18:50:00,6.3,5.4,95.2
2014-10-13 19:00:00,5.3,4.8,95.1
2014-10-13 19:10:00,4.3,4.9,95.1
2014-10-13 19:20:00,3.3,4.7,95.3
2014-10-13 19:30:00,2.3,4.3,95.3
2014-10-13 19:40:00,1.3,4.3,95.3
2014-10-13 19:50:00,0.30000000000000004,4.0,95.3
2014-10-13 20:00:00,-0.8,4.0,95.3
2014-10-13 20:10:00,-1.8,4.0,95.3
2014-10-13 20:20:00,-2.0,4.1,95.3
2014-10-13 20:30:00,-1.9,5.0,89.8
2014-10-13 20:40:00,-2.1,5.4,87.0
2014-10-13 20:50:00,-2.4,5.3,88.5
2014-10-13 21:00:00,-1.6,4.6,95.3
2014-10-13 21:10:00,-1.5,4.8,94.8
2014-10-13 21:20:00,-1.9,5.2,88.6
2014-10-13 21:30:00,-2.7,5.5,86.4
2014-10-13 21:40:00,-3.1,5.5,88.3
2014-10-13 21:50:00,-2.9,5.3,88.8
2014-10-13 22:00:00,-1.6,4.6,95.3
2014-10-13 22:10:00,0.2,4.6,95.3
2014-10-13 22:20:00,1.2,4.5,95.3
2014-10-13 22:30:00,0.4,4.7,95.3
2014-10-13 22:40:00,-0.5,5.2,94.5
2014-10-13 22:50:00,-1.5,5.2,93.0
2014-10-13 23:00:00,-1.0,5.8,87.6
2014-10-13 23:10:00,0.30000000000000004,5.6,90.5
2014-10-13 23:20:00,2.0,5.3,94.3
2014-10-13 23:30:00,3.9,5.1,95.3
2014-10-13 23:40:00,5.3,5.2,95.3
2014-10-13 23:50:00,6.6,5.3,95.1
2014-10-14 00:00:00,7.8,5.0,95.3
2014-10-14 00:10:00,9.5,5.1,95.3
2014-10-14 00:20:00,10.8,5.4,95.3
2014-10-14 00:30:00,12.4,5.2,95.3
2014-10-14 00:40:00,13.6,5.1,95.3
2014-10-14 00:50:00,13.2,5.1,95.3
2014-10-14 01:00:00,12.2,5.1,95.3
2014-10-14 01:10:00,11.3,5.1,95.3
2014-10-14 01:20:00,10.5,5.3,95.3
2014-10-14 01:30:00,9.5,5.5,88.5
2014-10-14 01:40:00,8.5,5.5,85.3
2014-10-14 01:50:00,7.4,5.5,86.2
2014-10-14 02:00:00,6.5,5.7,81.9
2014-10-14 02:10:00,5.4,5.4,90.6
2014-10-14 02:20:00,4.4,5.2,89.6
2014-10-14 02:30:00,3.4,5.4,82.6
2014-10-14 02:40:00,2.4,5.2,88.7
2014-10-14 02:50:00,1.4,5.0,91.7
2014-10-14 03:00:00,0.4,4.9,93.3
2014-10-14 03:10:00,-0.6000000000000001,5.1,90.6
2014-10-14 03:20:00,-1.6,4.7,94.5
2014-10-14 03:30:00,-2.0,4.7,94.8
2014-10-14 03:40:00,-2.0,4.6,93.4
2014-10-14 03:50:00,-2.1,4.4,95.2
2014-10-14 04:00:00,-2.1,4.3,95.1
2014-10-14 04:10:00,-2.3,4.3,94.7
2014-10-14 04:20:00,-2.4,4.3,87.8
2014-10-14 04:30:00,-2.2,4.3,83.6
2014-10-14 04:40:00,-2.1,4.4,82.3
2014-10-14 04:50:00,-2.2,4.3,82.3
2014-10-14 05:00:00,-2.0,4.2,83.0
2014-10-14 05:10:00,-2.2,3.9,89.5
2014-10-14 05:20:00,-2.4,3.9,86.7
2014-10-14 05:30:00,-2.6,3.8,89.2
2014-10-14 05:40:00,-2.8,3.8,85.3
2014-10-14 05:50:00,-2.7,3.9,84.1
2014-10-14 06:00:00,-2.7,3.7,87.5
2014-10-14 06:10:00,-2.6,3.9,86.1
2014-10-14 06:20:00,-2.5,3.4,93.0
2014-10-14 06:30:00,-2.5,3.4,90.3
2014-10-14 06:40:00,-2.4,3.6,84.0
2014-10-14 06:50:00,-2.4,3.2,90.4
2014-10-14 07:00:00,-2.2,3.2,91.7
2014-10-14 07:10:00,-2.3,3.0,95.0
2014-10-14 07:20:00,-2.3,2.8,95.2
2014-10-14 07:30:00,-2.5,3.0,93.3
2014-10-14 07:40:00,-2.5,2.9,94.8
2014-10-14 07:50:00,-2.6,3.0,94.8
2014-10-14 08:00:00,-2.5,3.0,93.9
2014-10-14 08:10:00,-2.4,3.1,92.9
2014-10-14 08:20:00,-2.4,3.2,93.5
2014-10-14 08:30:00,-2.4,3.2,93.1
2014-10-14 08:40:00,-2.5,3.1,95.3
2014-10-14 08:50:00,-2.6,3.0,95.2
2014-10-14 09:00:00,-2.5,2.9,95.3
2014-10-14 09:10:00,-2.2,2.9,95.3
2014-10-14 09:20:00,-2.4,2.9,95.3
2014-10-14 09:30:00,-2.2,3.0,95.3
2014-10-14 09:40:00,-2.2,3.2,95.3
2014-10-14 09:50:00,-2.1,3.2,95.3
2014-10-14 10:00:00,-2.4,3.2,95.3
2014-10-14 10:10:00,-2.5,3.3,95.3
2014-10-14 10:20:00,-2.3,3.6,95.3
2014-10-14 10:30:00,-2.3,4.1,90.8
2014-10-14 10:40:00,-2.6,4.4,88.4
2014-10-14 10:50:00,-2.5,4.4,88.5
2014-10-14 11:00:00,-2.3,4.6,86.2
2014-10-14 11:10:00,-2.0,4.7,81.7
2014-10-14 11:20:00,-1.9,5.2,76.8
2014-10-14 11:30:00,-2.1,5.7,73.4
2014-10-14 11:40:00,-2.2,5.5,75.8
2014-10-14 11:50:00,-2.1,5.4,78.6
2014-10-14 12:00:00,-1.9,5.1,74.1
2014-10-14 12:10:00,-1.9,5.6,75.3
2014-10-14 12:20:00,-1.8,5.5,78.4
2014-10-14 12:30:00,-1.6,5.6,74.1
2014-10-14 12:40:00,-1.6,6.0,75.0
2014-10-14 12:50:00,-2.0,6.1,68.8
2014-10-14 13:00:00,-2.2,6.3,66.0
2014-10-14 13:10:00,-2.2,6.3,68.1
2014-10-14 13:20:00,-2.1,6.7,64.4
2014-10-14 13:30:00,-2.1,6.8,66.8
2014-10-14 13:40:00,-1.8,6.5,67.2
2014-10-14 13:50:00,-1.4,6.5,69.5
2014-10-14 14:00:00,-1.1,6.5,74.5
2014-10-14 14:10:00,-1.4,6.6,72.1
2014-10-14 14:20:00,-1.8,6.1,73.9
2014-10-14 14:30:00,-1.8,5.9,74.6
2014-10-14 14:40:00,-1.4,6.4,69.1
2014-10-14 14:50:00,-1.3,6.1,71.3
2014-10-14 15:00:00,-1.2,6.6,69.9
2014-10-14 15:10:00,-0.9,6.4,69.4
2014-10-14 15:20:00,-1.2,6.2,66.2
2014-10-14 15:30:00,-1.3,5.9,79.8
2014-10-14 15:40:00,-1.0,5.8,76.7
2014-10-14 15:50:00,-0.9,6.4,76.2
2014-10-14 16:00:00,-1.3,6.7,74.4
2014-10-14 16:10:00,-1.6,6.4,77.2
2014-10-14 16:20:00,-1.6,5.8,88.6
2014-10-14 16:30:00,-1.5,6.1,83.9
2014-10-14 16:40:00,-1.3,6.4,79.1
2014-10-14 16:50:00,-1.8,5.9,79.9
2014-10-14 17:00:00,-2.0,5.1,93.8
2014-10-14 17:10:00,-1.6,4.8,95.3
2014-10-14 17:20:00,-1.9,4.7,95.3
2014-10-14 17:30:00,-2.9,4.7,95.3
2014-10-14 17:40:00,-1.8,4.8,94.8
2014-10-14 17:50:00,-2.1,4.8,93.3
2014-10-14 18:00:00,-2.1,4.8,87.6
2014-10-14 18:10:00,-2.7,4.8,93.7
2014-10-14 18:20:00,-3.6,4.5,95.3
2014-10-14 18:30:00,-3.4,4.4,95.3
2014-10-14 18:40:00,-2.9,4.3,95.3
2014-10-14 18:50:00,-3.2,4.1,95.3
2014-10-14 19:00:00,-3.1,4.1,95.3
2014-10-14 19:10:00,-2.9,4.0,95.1
2014-10-14 19:20:00,-3.0,4.2,93.1
2014-10-14 19:30:00,-3.3,4.0,93.6
2014-10-14 19:40:00,-3.9,4.2,92.6
2014-10-14 19:50:00,-4.0,4.1,94.9
2014-10-14 20:00:00,-3.8,3.8,95.3
2014-10-14 20:10:00,-3.7,3.8,95.3
2014-10-14 20:20:00,-3.7,3.6,95.3
2014-10-14 20:30:00,-3.8,3.6,95.3
2014-10-14 20:40:00,-3.5,3.6,95.3
2014-10-14 20:50:00,-4.0,3.5,95.3
2014-10-14 21:00:00,-4.4,3.6,95.3
2014-10-14 21:10:00,-4.2,3.5,95.3
2014-10-14 21:20:00,-3.8,3.4,95.3
2014-10-14 21:30:00,-3.5,3.5,95.3
2014-10-14 21:40:00,-3.9,3.5,95.3
2014-10-14 21:50:00,-4.1,3.6,95.3
2014-10-14 22:00:00,-4.0,3.5,95.3
2014-10-14 22:10:00,-4.1,3.6,95.3
2014-10-14 22:20:00,-4.4,3.5,95.3
2014-10-14 22:30:00,-4.3,3.6,95.3
2014-10-14 22:40:00,-4.1,3.7,95.3
2014-10-14 22:50:00,-4.3,3.6,95.3
2014-10-14 23:00:00,-4.6,3.5,95.3
2014-10-14 23:10:00,-5.2,3.4,95.3
2014-10-14 23:20:00,-4.6,3.3,95.3
2014-10-14 23:30:00,-4.6,3.3,95.3
2014-10-14 23:40:00,-4.3,3.4,95.3
2014-10-14 23:50:00,-4.3,3.2,95.3
2014-10-15 00:00:00,-4.6,3.3,95.3
2014-10-15 00:10:00,-4.4,3.2,95.3
2014-10-15 00:20:00,-3.8,3.4,95.3
2014-10-15 00:30:00,-3.1,3.5,95.3
2014-10-15 00:40:00,-2.6,3.7,94.7
2014-10-15 00:50:00,-2.6,4.0,91.3
2014-10-15 01:00:00,-3.3,3.7,94.5
2014-10-15 01:10:00,-3.3,4.3,83.3
2014-10-15 01:20:00,-3.0,4.0,91.1
2014-10-15 01:30:00,-2.9,3.6,95.3
2014-10-15 01:40:00,-2.9,3.8,94.9
2014-10-15 01:50:00,-2.8,3.9,89.9
2014-10-15 02:00:00,-2.4,3.9,91.3
2014-10-15 02:10:00,-2.1,3.9,86.4
2014-10-15 02:20:00,-2.0,3.8,90.1
2014-10-15 02:30:00,-2.3,3.6,94.3
2014-10-15 02:40:00,-2.3,3.5,95.3
2014-10-15 02:50:00,-2.1,3.4,95.2
2014-10-15 03:00:00,-2.2,3.4,95.3
2014-10-15 03:10:00,-2.4,3.5,95.2
2014-10-15 03:20:00,-2.4,3.5,95.0
2014-10-15 03:30:00,-2.4,3.3,95.3
2014-10-15 03:40:00,-2.5,3.2,95.3
2014-10-15 03:50:00,-2.2,3.8,92.2
2014-10-15 04:00:00,-2.1,3.8,92.8
2014-10-15 04:10:00,-2.4,3.8,91.5
2014-10-15 04:20:00,-2.6,3.6,95.2
2014-10-15 04:30:00,-3.0,3.4,95.3
2014-10-15 04:40:00,-3.1,3.3,95.3
2014-10-15 04:50:00,-2.8,3.3,95.3
2014-10-15 05:00:00,-2.5,3.3,95.3
2014-10-15 05:10:00,-2.5,3.3,95.3
2014-10-15 05:20:00,-2.6,3.3,95.3
2014-10-15 05:30:00,-2.2,3.4,95.3
2014-10-15 05:40:00,-2.3,3.6,95.3
2014-10-15 05:50:00,-3.0,3.5,95.3
2014-10-15 06:00:00,-3.4,3.5,95.3
2014-10-15 06:10:00,-3.6,3.6,95.3
2014-10-15 06:20:00,-3.6,3.7,95.2
2014-10-15 06:30:00,-3.0,3.4,95.3
2014-10-15 06:40:00,-2.5,3.6,95.3
2014-10-15 06:50:00,-2.4,3.9,95.3
2014-10-15 07:00:00,-2.2,4.2,95.0
2014-10-15 07:10:00,-2.4,4.2,94.9
2014-10-15 07:20:00,-2.6,3.7,95.3
2014-10-15 07:30:00,-2.6,3.7,95.3
2014-10-15 07:40:00,-2.4,3.8,95.3
2014-10-15 07:50:00,-2.2,3.9,95.3
2014-10-15 08:00:00,-2.4,3.7,95.3
2014-10-15 08:10:00,-2.5,3.7,95.3
2014-10-15 08:20:00,-2.5,3.6,95.3
2014-10-15 08:30:00,-2.4,3.5,95.3
2014-10-15 08:40:00,-2.2,3.7,95.3
2014-10-15 08:50:00,-2.2,3.5,95.3
2014-10-15 09:00:00,-2.3,4.0,94.1
2014-10-15 09:10:00,-2.1,4.7,90.6
2014-10-15 09:20:00,-2.4,5.4,84.5
2014-10-15 09:30:00,-2.5,5.9,82.8
2014-10-15 09:40:00,-2.3,6.0,82.5
2014-10-15 09:50:00,-2.3,6.0,84.3
2014-10-15 10:00:00,-2.8,5.9,84.5
2014-10-15 10:10:00,-3.0,5.7,84.8
2014-10-15 10:20:00,-3.0,5.8,86.7
2014-10-15 10:30:00,-2.5,5.8,89.0
2014-10-15 10:40:00,-1.9,5.8,88.9
2014-10-15 10:50:00,-1.8,6.0,86.2
2014-10-15 11:00:00,-1.6,6.4,84.2
2014-10-15 11:10:00,-1.7000000000000002,6.4,81.5
2014-10-15 11:20:00,-1.6,6.6,82.6
2014-10-15 11:30:00,-1.5,6.8,81.4
2014-10-15 11:40:00,-1.5,6.8,77.6
2014-10-15 11:50:00,-1.3,7.4,72.7
2014-10-15 12:00:00,-1.4,7.5,74.6
2014-10-15 12:10:00,-1.7000000000000002,7.5,75.5
2014-10-15 12:20:00,-1.8,7.8,76.5
2014-10-15 12:30:00,-2.1,7.2,82.8
2014-10-15 12:40:00,-2.3,7.2,83.5
2014-10-15 12:50:00,-1.9,7.0,79.5
2014-10-15 13:00:00,-1.8,7.3,82.7
2014-10-15 13:10:00,-2.1,7.5,82.0
2014-10-15 13:20:00,-1.8,7.7,79.8
2014-10-15 13:30:00,-1.8,7.9,75.0
2014-10-15 13:40:00,-2.3,7.9,77.0
2014-10-15 13:50:00,-2.3,8.2,73.9
2014-10-15 14:00:00,-2.0,8.6,71.0
2014-10-15 14:10:00,-2.0,8.2,80.5
2014-10-15 14:20:00,-2.3,7.7,80.4
2014-10-15 14:30:00,-2.2,7.7,81.4
2014-10-15 14:40:00,-2.1,7.1,86.0
2014-10-15 14:50:00,-2.5,7.5,83.2
2014-10-15 15:00:00,-2.6,7.5,86.0
2014-10-15 15:10:00,-2.2,7.3,86.8
2014-10-15 15:20:00,-2.3,6.9,90.1
2014-10-15 15:30:00,-2.1,7.0,88.6
2014-10-15 15:40:00,-1.8,7.0,88.6
2014-10-15 15:50:00,-1.4,7.1,87.8
2014-10-15 16:00:00,-3.8,7.1,89.2
2014-10-15 16:10:00,-1.0,7.0,89.5
2014-10-15 16:20:00,-1.0,6.7,88.4
2014-10-15 16:30:00,-1.9,6.6,91.2
2014-10-15 16:40:00,-0.9,6.4,92.7
2014-10-15 16:50:00,-0.9,6.4,91.5
2014-10-15 17:00:00,-0.9,6.3,93.0
2014-10-15 17:10:00,-0.9,6.4,94.2
2014-10-15 17:20:00,-1.1,6.3,95.3
2014-10-15 17:30:00,-1.1,5.9,95.3
2014-10-15 17:40:00,-1.5,5.8,95.3
2014-10-15 17:50:00,-1.5,6.0,95.3
2014-10-15 18:00:00,-1.3,5.8,95.4
2014-10-15 18:10:00,-1.7000000000000002,6.0,90.7
2014-10-15 18:20:00,-2.1,6.0,95.0
2014-10-15 18:30:00,-1.8,5.8,95.4
2014-10-15 18:40:00,-1.7000000000000002,5.7,95.3
2014-10-15 18:50:00,-1.5,5.5,95.4
2014-10-15 19:00:00,-1.5,5.4,95.3
2014-10-15 19:10:00,-1.7000000000000002,5.5,95.3
2014-10-15 19:20:00,-1.6,5.4,95.3
2014-10-15 19:30:00,-1.7000000000000002,5.5,95.3
2014-10-15 19:40:00,-1.9,5.4,95.3
2014-10-15 19:50:00,-2.0,5.3,95.3
2014-10-15 20:00:00,-1.6,5.3,95.3
2014-10-15 20:10:00,-1.4,5.3,95.3
2014-10-15 20:20:00,-1.8,5.3,95.3
2014-10-15 20:30:00,-2.0,5.3,95.3
2014-10-15 20:40:00,-1.9,5.2,95.3
2014-10-15 20:50:00,-1.6,5.1,95.3
2014-10-15 21:00:00,-1.6,5.0,95.3
2014-10-15 21:10:00,-1.7000000000000002,5.0,95.3
2014-10-15 21:20:00,-1.6,5.0,95.3
2014-10-15 21:30:00,-1.8,5.1,95.3
2014-10-15 21:40:00,-2.0,5.1,95.3
2014-10-15 21:50:00,-2.1,5.1,95.2
2014-10-15 22:00:00,-2.7,5.3,93.9
2014-10-15 22:10:00,-2.7,5.0,95.2
2014-10-15 22:20:00,-2.6,4.9,95.3
2014-10-15 22:30:00,-2.6,5.0,95.2
2014-10-15 22:40:00,-2.9,5.1,95.0
2014-10-15 22:50:00,-3.0,4.8,95.3
2014-10-15 23:00:00,-2.4,4.8,94.3
2014-10-15 23:10:00,-2.1,5.0,92.2
2014-10-15 23:20:00,-2.1,4.8,95.0
2014-10-15 23:30:00,-2.0,4.7,95.3
2014-10-15 23:40:00,-1.9,4.7,94.7
2014-10-15 23:50:00,-1.7000000000000002,4.8,93.3
2014-10-16 00:00:00,-1.6,4.8,91.3
2014-10-16 00:10:00,-1.4,4.9,90.7
2014-10-16 00:20:00,-1.4,4.8,92.7
2014-10-16 00:30:00,-1.7000000000000002,4.5,95.3
2014-10-16 00:40:00,-2.0,4.3,95.3
2014-10-16 00:50:00,-1.6,4.5,94.5
2014-10-16 01:00:00,-1.4,4.5,95.1
2014-10-16 01:10:00,-1.6,4.4,95.2
2014-10-16 01:20:00,-1.7000000000000002,4.4,95.0
2014-10-16 01:30:00,-1.8,4.5,93.3
2014-10-16 01:40:00,-2.1,4.4,95.0
2014-10-16 01:50:00,-2.0,4.1,95.3
2014-10-16 02:00:00,-1.9,4.0,95.3
2014-10-16 02:10:00,-1.8,3.9,95.3
2014-10-16 02:20:00,-1.7000000000000002,3.9,95.3
2014-10-16 02:30:00,-1.6,3.9,95.3
2014-10-16 02:40:00,-1.7000000000000002,4.0,95.3
2014-10-16 02:50:00,-2.0,3.9,95.3
2014-10-16 03:00:00,-1.8,3.9,95.3
2014-10-16 03:10:00,-1.8,3.8,95.3
2014-10-16 03:20:00,-2.0,3.6,95.3
2014-10-16 03:30:00,-2.0,3.7,95.3
2014-10-16 03:40:00,-1.8,3.7,95.3
2014-10-16 03:50:00,-2.0,4.0,90.5
2014-10-16 04:00:00,-1.9,4.2,89.1
2014-10-16 04:10:00,-2.1,4.2,88.4
2014-10-16 04:20:00,-2.1,4.2,86.7
2014-10-16 04:30:00,-1.8,4.6,80.8
2014-10-16 04:40:00,-1.9,4.7,79.7
2014-10-16 04:50:00,-2.0,4.2,88.1
2014-10-16 05:00:00,-1.9,4.2,90.1
2014-10-16 05:10:00,-2.1,4.2,91.8
2014-10-16 05:20:00,-2.1,4.0,94.7
2014-10-16 05:30:00,-2.0,3.8,95.3
2014-10-16 05:40:00,-2.1,3.8,95.3
2014-10-16 05:50:00,-1.8,4.1,95.1
2014-10-16 06:00:00,-1.7000000000000002,4.2,94.6
2014-10-16 06:10:00,-1.7000000000000002,4.3,95.0
2014-10-16 06:20:00,-1.7000000000000002,4.1,95.3
2014-10-16 06:30:00,-1.6,4.1,95.3
2014-10-16 06:40:00,-1.5,4.2,95.3
2014-10-16 06:50:00,-1.5,4.0,95.3
2014-10-16 07:00:00,-2.1,4.0,95.3
2014-10-16 07:10:00,-1.9,4.1,95.2
2014-10-16 07:20:00,-1.7000000000000002,4.3,95.1
2014-10-16 07:30:00,-1.7000000000000002,4.0,95.3
2014-10-16 07:40:00,-1.7000000000000002,3.9,95.3
2014-10-16 07:50:00,-1.7000000000000002,4.0,95.3
2014-10-16 08:00:00,-1.5,4.1,95.3
2014-10-16 08:10:00,-1.9,3.9,95.3
2014-10-16 08:20:00,-2.0,4.1,93.3
2014-10-16 08:30:00,-1.9,4.4,90.7
2014-10-16 08:40:00,-1.8,5.0,88.7
2014-10-16 08:50:00,-1.8,5.3,87.6
2014-10-16 09:00:00,-2.3,5.3,84.0
2014-10-16 09:10:00,-2.3,6.1,78.2
2014-10-16 09:20:00,-2.2,5.9,80.8
2014-10-16 09:30:00,-2.3,5.8,80.9
2014-10-16 09:40:00,-2.3,5.8,84.7
2014-10-16 09:50:00,-2.3,5.6,86.4
2014-10-16 10:00:00,-2.3,5.7,86.9
2014-10-16 10:10:00,-1.9,5.9,85.3
2014-10-16 10:20:00,-1.8,5.9,83.8
2014-10-16 10:30:00,-1.9,6.2,79.9
2014-10-16 10:40:00,-1.8,6.5,73.3
2014-10-16 10:50:00,-1.8,6.5,71.4
2014-10-16 11:00:00,-1.6,6.5,69.6
2014-10-16 11:10:00,-1.5,6.7,69.3
2014-10-16 11:20:00,-1.4,6.6,64.4
2014-10-16 11:30:00,-1.4,6.7,68.7
2014-10-16 11:40:00,-1.6,6.7,64.5
2014-10-16 11:50:00,-1.8,6.8,65.2
2014-10-16 12:00:00,-1.5,6.8,65.7
2014-10-16 12:10:00,-1.4,6.9,61.3
2014-10-16 12:20:00,-1.4,7.0,60.6
2014-10-16 12:30:00,-1.3,7.2,59.0
2014-10-16 12:40:00,-1.9,7.5,57.0
2014-10-16 12:50:00,-1.6,7.5,56.0
2014-10-16 13:00:00,-1.6,7.6,54.7
2014-10-16 13:10:00,-1.6,7.4,54.7
2014-10-16 13:20:00,-1.5,7.5,53.5
2014-10-16 13:30:00,-1.6,7.8,50.3
2014-10-16 13:40:00,-1.8,7.6,53.2
2014-10-16 13:50:00,-1.7000000000000002,7.5,59.1
2014-10-16 14:00:00,-1.6,7.5,58.0
2014-10-16 14:10:00,-1.6,7.4,61.1
2014-10-16 14:20:00,-1.7000000000000002,7.4,61.3
2014-10-16 14:30:00,-1.7000000000000002,7.4,59.7
2014-10-16 14:40:00,-1.9,7.4,60.4
2014-10-16 14:50:00,-2.3,7.5,63.8
2014-10-16 15:00:00,-2.2,7.3,73.0
2014-10-16 15:10:00,-2.0,7.0,73.6
